time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-26T13:04:21.563Z,28.0869,84.4371,10,4.4,mb,,177,6.082,0.8,us,us70005lmv,2019-10-27T13:47:59.040Z,"15km SSE of Lamjung, Nepal",earthquake,11.5,1.9,0.101,28,reviewed,us,us
2019-09-26T11:26:37.619Z,40.8568,28.1814,10,4.4,mb,,56,1.619,0.81,us,us70005ll1,2019-10-30T12:05:03.040Z,"22km ESE of Marmaraereglisi, Turkey",earthquake,5.6,1.9,0.19,8,reviewed,us,us
2019-09-26T10:59:25.648Z,40.9035,28.1502,8,5.7,mww,,19,1.595,0.9,us,us70005lkl,2019-11-07T13:16:07.077Z,"18km ESE of Marmaraereglisi, Turkey",earthquake,5.2,1.8,0.033,88,reviewed,us,us
2019-09-26T07:01:25.768Z,33.0481,73.6318,10,4.7,mb,,101,0.673,1.12,us,us70005lie,2019-11-06T07:39:03.040Z,"15km NW of Jhelum, Pakistan",earthquake,7.6,1.9,0.138,16,reviewed,us,us
2019-09-26T06:57:06.851Z,38.6888,73.443,146.85,4.5,mb,,70,1.821,0.54,us,us70005lid,2019-10-25T10:37:52.040Z,"35km SSW of Karakul, Tajikistan",earthquake,6.7,5.8,0.15,14,reviewed,us,us
2019-09-26T00:35:31.692Z,33.2873,47.4536,10,4.4,mb,,108,1.312,0.82,us,us70005lg5,2019-10-31T03:44:41.040Z,"30km SSW of Kuhdasht, Iran",earthquake,6.6,1.6,0.086,39,reviewed,us,us
2019-09-25T20:17:15.775Z,34.2998,22.5164,10,4.3,mb,,186,2.188,0.9,us,us70005ryz,2019-10-09T14:51:20.040Z,"148km SW of Palaiochora, Greece",earthquake,8.2,1.9,0.126,18,reviewed,us,us
2019-09-25T15:21:50.033Z,33.5716,25.3872,4.77,4.5,mb,,115,1.76,0.69,us,us70005l68,2019-10-09T03:32:11.040Z,"159km S of Pirgos, Greece",earthquake,7.7,5.1,0.102,28,reviewed,us,us
2019-09-25T13:17:37.289Z,31.8613,49.7105,42.07,4.1,mb,,74,4.653,0.7,us,us70005ryp,2019-11-06T08:07:13.040Z,"39km ESE of Masjed Soleyman, Iran",earthquake,7.8,11.4,0.158,11,reviewed,us,us
2019-09-25T01:24:03.462Z,41.2969,19.5096,10,4.4,mb,,47,1.147,0.99,us,us70005kyf,2019-10-09T02:14:25.630Z,"6km ESE of Durres, Albania",earthquake,6.2,1.9,0.117,21,reviewed,us,us
2019-09-25T01:03:59.497Z,32.9807,73.6466,10,3.7,mb,,178,0.739,1.07,us,us70005ky5,2019-09-25T18:06:48.652Z,"9km NW of Jhelum, Pakistan",earthquake,6.7,2,0.224,5,reviewed,us,us
2019-09-24T21:19:50.690Z,18.1958,40.003,10,4.5,mb,,77,7.173,0.73,us,us70005px0,2019-10-12T23:15:45.040Z,"153km SW of Al Qunfidhah, Saudi Arabia",earthquake,9.7,1.9,0.088,38,reviewed,us,us
2019-09-24T17:35:57.556Z,33.0904,73.7855,10,3.6,mb,,180,0.706,0.72,us,us60005mye,2019-10-24T21:58:06.040Z,"5km SSE of New Mirpur, Pakistan",earthquake,7,2,0.287,3,reviewed,us,us
2019-09-24T13:38:14.674Z,56.9504,1.8,10,4.6,mb,,70,3.213,0.59,us,us60005msj,2019-10-02T18:24:21.040Z,"224km ESE of Boddam, United Kingdom",earthquake,7.4,1.9,0.067,67,reviewed,us,us
2019-09-24T11:38:53.556Z,36.6765,70.9062,220.31,4.4,mb,,107,1.043,0.64,us,us60005mrj,2019-10-27T11:45:32.040Z,"21km SSE of Jarm, Afghanistan",earthquake,9.4,5.4,0.267,4,reviewed,us,us
2019-09-24T11:01:54.969Z,33.0749,73.8009,10,5.4,mww,,21,0.726,0.89,us,us60005mqp,2019-11-08T06:53:03.176Z,"8km SSE of New Mirpur, Pakistan",earthquake,2.3,1.7,0.11,8,reviewed,us,us
2019-09-24T09:02:00.930Z,31.8651,49.6636,32.63,4.7,mb,,60,4.622,0.6,us,us60005mnv,2019-10-19T05:40:12.283Z,"34km ESE of Masjed Soleyman, Iran",earthquake,7,5.1,0.05,124,reviewed,us,us
2019-09-24T08:00:24.160Z,40.8578,28.1454,10,4.9,mb,,39,1.592,1.23,us,us60005mmr,2019-10-30T06:30:08.040Z,"20km SE of Marmaraereglisi, Turkey",earthquake,5.1,1.9,0.067,70,reviewed,us,us
2019-09-24T07:48:57.971Z,34.2395,26.2004,10,4.9,mww,,43,1.502,0.86,us,us60005mmg,2019-11-07T14:15:20.775Z,"91km SSE of Makry Gialos, Greece",earthquake,5.1,1.8,0.08,15,reviewed,us,us
2019-09-23T07:09:03.721Z,35.9527,27.3003,16.52,4.3,mb,,49,0.42,0.92,us,us60005m47,2019-10-13T10:13:04.040Z,"50km N of Karpathos, Greece",earthquake,5,4.4,0.109,24,reviewed,us,us
2019-09-22T20:08:41.490Z,41.4902,19.6702,10,4.3,mb,,46,0.987,1.17,us,us60005m0j,2019-10-21T15:07:06.797Z,"4km WNW of Fushe-Kruje, Albania",earthquake,6.3,1.9,0.237,5,reviewed,us,us
2019-09-22T16:17:01.966Z,28.4605,84.3309,18.23,4.5,mb,,148,6.075,1.06,us,us70005nyj,2019-09-30T19:43:29.040Z,"12km SE of Chame, Nepal",earthquake,11.8,5.1,0.164,11,reviewed,us,us
2019-09-22T13:42:11.441Z,36.6951,71.0896,211.14,4.5,mb,,44,0.949,0.56,us,us60005lz8,2019-09-30T16:49:24.155Z,"29km SE of Jarm, Afghanistan",earthquake,7.9,6.7,0.066,67,reviewed,us,us
2019-09-22T05:02:48.511Z,36.082,68.4308,27.85,4.9,mb,,98,1.497,0.63,us,us60005lxa,2019-10-17T11:59:18.482Z,"20km NNW of Hukumati Dahanah-ye Ghori, Afghanistan",earthquake,6.9,5.6,0.053,114,reviewed,us,us
2019-09-22T04:28:53.868Z,44.7143,18.5295,10,2.9,ml,,151,2.144,0.64,us,us60005lxm,2019-10-17T20:52:26.040Z,"3km ENE of Srebrenik, Bosnia and Herzegovina",earthquake,3.8,2,0.071,26,reviewed,us,us
2019-09-22T00:28:10.386Z,41.3107,19.5253,10,4.4,mb,,69,1.135,1,us,us60005lvu,2019-10-20T00:14:15.084Z,"5km SW of Shijak, Albania",earthquake,4.2,1.8,0.189,8,reviewed,us,us
2019-09-21T22:07:30.514Z,41.3235,19.5331,10,4.8,mb,,35,1.124,0.61,us,us60005lut,2019-10-19T03:46:29.746Z,"3km SW of Shijak, Albania",earthquake,5.7,1.8,0.062,81,reviewed,us,us
2019-09-21T20:24:54.581Z,19.3582,60.7254,10,4.3,mb,,102,4.327,0.73,us,us70005ml1,2019-10-13T02:16:02.040Z,"Owen Fracture Zone region",earthquake,12,1.9,0.116,21,reviewed,us,us
2019-09-21T19:55:48.540Z,40.3701,14.9475,299.64,4.7,mb,,37,0.72,0.66,us,us60005ltu,2019-10-19T02:46:23.002Z,"4km WNW of Agropoli, Italy",earthquake,6,3.3,0.072,59,reviewed,us,us
2019-09-21T16:10:36.667Z,41.3266,19.518,10,4.4,mb,,51,1.118,1.3,us,us60005ls8,2019-10-21T14:40:10.536Z,"4km WSW of Shijak, Albania",earthquake,5.2,2,0.22,6,reviewed,us,us
2019-09-21T14:15:52.981Z,41.4685,19.5438,13.73,5.1,mwr,,40,0.983,1.06,us,us60005lrg,2019-10-21T13:57:22.709Z,"12km NW of Vore, Albania",earthquake,5.1,2.6,0.057,30,reviewed,us,us
2019-09-21T14:04:25.803Z,41.3375,19.5303,20,5.6,mww,,34,1.109,1.13,us,us60005lrf,2019-11-10T13:50:31.599Z,"3km WSW of Shijak, Albania",earthquake,2.1,1.8,0.042,55,reviewed,us,us
2019-09-21T11:30:56.466Z,38.6428,70.2215,10,4.6,mb,,105,0.364,0.7,us,us60005lqr,2019-10-13T09:35:56.040Z,"33km SE of Komsomolobod, Tajikistan",earthquake,5.7,1.9,0.133,17,reviewed,us,us
2019-09-21T07:35:05.388Z,50.7432,86.9739,10,4.2,mb,,120,3.471,0.95,us,us60005lpy,2019-10-12T10:39:03.040Z,"58km E of Onguday, Russia",earthquake,10.7,2,0.146,13,reviewed,us,us
