time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-08T10:29:46.066Z,36.4796,70.2199,209.09,4.3,mb,,90,1.558,1.04,us,us6000693e,2019-11-09T07:49:50.040Z,"34km ESE of Farkhar, Afghanistan",earthquake,7.5,8.8,0.142,14,reviewed,us,us
2019-11-08T01:26:06.003Z,42.6858,17.626,10,4.4,mb,,74,1.234,1.17,us,us600068y7,2019-11-08T01:50:41.040Z,"14km SE of Blato, Croatia",earthquake,5.5,1.9,0.17,10,reviewed,us,us
2019-11-07T23:07:17.422Z,36.7464,45.2173,10,4.4,mb,,76,1.131,0.73,us,us600068wr,2019-11-10T00:11:18.351Z,"8km NE of Piranshahr, Iran",earthquake,5.4,1.9,0.072,55,reviewed,us,us
2019-11-07T22:47:05.428Z,37.8075,47.5577,10,5.9,mww,,20,2.744,0.63,us,us600068w0,2019-11-12T03:23:57.875Z,"57km NE of Hashtrud, Iran",earthquake,6.8,1.7,0.059,28,reviewed,us,us
2019-11-07T18:00:56.450Z,27.2937,55.0357,10,4.2,mb,,54,2.563,0.76,us,us600068qk,2019-11-20T20:56:53.040Z,"80km ESE of Lar, Iran",earthquake,5.9,1.6,0.093,32,reviewed,us,us
2019-11-07T17:35:21.782Z,41.8591,13.6021,10,4.6,mwr,,34,0.272,0.79,us,us600068p6,2019-11-20T20:11:47.040Z,"2km SW of Villavallelonga, Italy",earthquake,2.8,1.8,0.043,51,reviewed,us,us
2019-11-07T01:12:53.296Z,38.1402,72.9544,159.29,4.3,mb,,105,1.192,1.05,us,us600068hl,2019-11-07T15:50:47.005Z,"88km W of Murghob, Tajikistan",earthquake,7.4,11.4,0.307,3,reviewed,us,us
2019-11-06T16:28:51.488Z,27.2849,54.8962,10,4.5,mb,,56,2.609,0.76,us,us700063z0,2019-11-18T04:31:04.976Z,"70km SE of Lar, Iran",earthquake,7.3,1.9,0.065,69,reviewed,us,us
2019-11-06T15:56:11.683Z,41.283,70.4656,48.69,4.4,mb,,49,1.819,0.99,us,us700063yi,2019-11-15T04:14:47.040Z,"36km ENE of Yangiobod, Uzbekistan",earthquake,5.9,6.5,0.104,27,reviewed,us,us
2019-11-06T13:23:17.297Z,36.4577,69.0239,49.06,4.1,mb,,72,1.317,1.05,us,us700063xa,2019-11-20T07:01:54.040Z,"26km SSW of Khanabad, Afghanistan",earthquake,6.1,10.8,0.198,7,reviewed,us,us
2019-11-06T12:23:36.416Z,27.1393,54.895,10,4.4,mb,,98,2.482,0.64,us,us700063wv,2019-11-06T12:56:56.040Z,"64km N of Bandar-e Lengeh, Iran",earthquake,8.1,1.9,0.126,18,reviewed,us,us
2019-11-06T08:37:21.363Z,26.2734,55.0492,10,4.5,mb,,169,1.684,0.98,us,us700063w2,2019-11-13T08:26:07.040Z,"35km SSE of Bandar-e Lengeh, Iran",earthquake,10.5,2,0.132,17,reviewed,us,us
2019-11-06T07:40:43.270Z,27.259,54.9533,10,5.3,mww,,36,2.564,0.95,us,us700063vr,2019-11-07T22:56:13.740Z,"76km SE of Lar, Iran",earthquake,7.4,1.8,0.071,19,reviewed,us,us
2019-11-05T20:52:22.112Z,36.5465,70.1257,207.95,5.1,mww,,22,1.571,0.99,us,us700063mc,2019-11-07T16:04:58.040Z,"24km E of Farkhar, Afghanistan",earthquake,5.8,3.5,0.075,17,reviewed,us,us
2019-11-05T13:44:09.858Z,37.5537,71.7816,110.39,4.4,mb,,84,0.099,0.37,us,us60006b5n,2019-11-13T19:59:10.040Z,"18km ENE of Shughnon, Tajikistan",earthquake,7.8,8.2,0.163,13,reviewed,us,us
2019-11-04T00:45:21.541Z,26.0591,54.7317,10,4.1,mb,,126,1.732,0.72,us,us700062rg,2019-11-04T10:51:16.915Z,"57km SSW of Bandar-e Lengeh, Iran",earthquake,7.6,2,0.14,14,reviewed,us,us
2019-11-04T00:18:40.970Z,26.1262,54.6997,10,4.2,mb,,89,1.797,0.79,us,us700062rd,2019-11-04T11:00:47.871Z,"51km SSW of Bandar-e Lengeh, Iran",earthquake,7.9,1.9,0.091,34,reviewed,us,us
2019-11-03T16:13:06.792Z,36.2772,28.7529,10,4.2,mb,,50,0.514,1.15,us,us60006ap4,2019-11-13T15:24:23.040Z,"47km SW of OEluedeniz, Turkey",earthquake,5.1,1.9,0.264,6,reviewed,us,us
2019-11-03T15:39:54.136Z,36.5018,69.926,246.14,4.4,mb,,78,1.726,0.26,us,us700062kp,2019-11-03T15:58:55.040Z,"9km SE of Farkhar, Afghanistan",earthquake,8.6,9.1,0.203,7,reviewed,us,us
2019-11-03T13:24:58.325Z,33.6377,46.3906,10,4.4,mb,,102,1.576,0.28,us,us60006ap8,2019-11-12T22:07:50.040Z,"2km W of Ilam, Iran",earthquake,5.7,2,0.203,7,reviewed,us,us
2019-11-03T12:41:02.051Z,36.5643,70.8356,189.53,4.3,mb,,72,1.168,0.67,us,us700062j9,2019-11-17T06:23:02.040Z,"33km S of Jarm, Afghanistan",earthquake,6.9,7.2,0.133,16,reviewed,us,us
2019-11-03T04:18:34.808Z,36.3793,28.6957,10,4.1,mb,,128,0.492,1.15,us,us700062gu,2019-11-03T04:39:01.040Z,"37km S of Sarigerme, Turkey",earthquake,3.6,2,0.26,4,reviewed,us,us
2019-11-02T16:22:44.974Z,37.5589,72.2128,200.66,4.3,mb,,79,0.44,0.37,us,us700062c1,2019-11-18T17:46:52.040Z,"47km NE of Roshtqal'a, Tajikistan",earthquake,4.4,8.5,0.239,5,reviewed,us,us
2019-11-02T14:11:34.721Z,44.3806,17.5375,10,4.7,mb,,38,2.157,0.96,us,us700062b9,2019-11-03T08:57:14.538Z,"15km N of Turbe, Bosnia and Herzegovina",earthquake,4.3,1.5,0.049,125,reviewed,us,us
2019-11-02T00:13:34.902Z,36.535,69.9905,222.08,4,mb,,65,1.664,0.71,us,us7000627b,2019-11-02T00:42:18.040Z,"12km ESE of Farkhar, Afghanistan",earthquake,6.2,11,0.26,4,reviewed,us,us
2019-11-01T10:17:04.582Z,36.5134,31.4581,87.55,4,mb,,110,1.268,0.71,us,us700061xu,2019-11-02T04:45:57.026Z,"28km SSE of Side, Turkey",earthquake,5.8,5.5,0.126,17,reviewed,us,us
2019-11-01T08:20:57.175Z,32.6933,48.1582,10,4.5,mb,,59,3.154,0.78,us,us700061xb,2019-11-13T09:40:50.606Z,"41km NNW of Dezful, Iran",earthquake,6.6,1.6,0.088,38,reviewed,us,us
2019-11-01T05:25:45.815Z,40.5178,20.8117,13.69,4.7,mww,,37,1.119,0.62,us,us700061wf,2019-11-13T09:01:03.825Z,"11km SSE of Korce, Albania",earthquake,6,4.2,0.08,15,reviewed,us,us
2019-10-31T15:43:59.106Z,26.1435,54.7492,10,5,mb,,48,1.775,1.03,us,us700061lx,2019-11-01T14:58:20.047Z,"47km SSW of Bandar-e Lengeh, Iran",earthquake,6.8,1.8,0.043,176,reviewed,us,us
2019-10-31T14:58:39.184Z,35.4863,53.3448,10,4.3,mb,,111,6.245,1.14,us,us700061lf,2019-11-18T17:10:10.040Z,"10km SSW of Semnan, Iran",earthquake,13.1,2,0.107,25,reviewed,us,us
2019-10-30T11:33:04.952Z,27.2521,55.1187,10,4.3,mb,,107,2.496,0.6,us,us600064tu,2019-10-30T11:55:22.040Z,"80km NNE of Bandar-e Lengeh, Iran",earthquake,6.2,2,0.129,17,reviewed,us,us
2019-10-30T01:56:52.300Z,27.2171,55.0268,10,4.5,mb,,55,2.497,0.81,us,us600064nz,2019-11-08T04:21:41.040Z,"74km N of Bandar-e Lengeh, Iran",earthquake,7.6,1.9,0.069,61,reviewed,us,us
2019-10-29T21:43:39.261Z,36.6103,70.842,215.06,4.1,mb,,74,1.127,0.63,us,us600064kt,2019-11-08T04:37:57.040Z,"28km S of Jarm, Afghanistan",earthquake,7.4,8.3,0.302,3,reviewed,us,us
2019-10-29T16:23:46.996Z,27.0853,54.9044,10,4.2,mb,,61,2.43,1.15,us,us7000642h,2019-11-06T21:38:02.040Z,"58km N of Bandar-e Lengeh, Iran",earthquake,6,1.9,0.176,9,reviewed,us,us
2019-10-29T13:01:52.372Z,35.6369,25.1435,68.89,4.5,mb,,57,0.405,0.92,us,us600064e2,2019-11-06T19:35:31.409Z,"33km N of Nea Alikarnassos, Greece",earthquake,7.2,6.5,0.089,37,reviewed,us,us
2019-10-28T14:13:03.820Z,34.3827,47.5464,10,4.4,mb,,60,1.672,1.18,us,us600063y2,2019-11-06T14:26:18.040Z,"12km NNW of Harsin, Iran",earthquake,8,1.9,0.088,37,reviewed,us,us
2019-10-27T12:03:22.889Z,37.2419,71.9423,142.81,4.4,mb,,66,2.173,0.64,us,us600063ke,2019-11-10T13:06:49.040Z,"10km E of Roshtqal'a, Tajikistan",earthquake,6.9,8.5,0.117,21,reviewed,us,us
2019-10-27T10:52:41.344Z,41.3098,78.8603,10,4.3,mwr,,60,0.896,0.87,us,us600063ju,2019-11-10T12:43:33.040Z,"119km W of Aksu, China",earthquake,3.6,1.8,0.08,15,reviewed,us,us
2019-10-27T05:29:48.293Z,41.2588,78.8556,10,5.1,mb,,32,0.918,0.71,us,us600063ht,2019-11-23T08:14:44.040Z,"119km W of Aksu, China",earthquake,5.2,1.8,0.033,296,reviewed,us,us
2019-10-26T17:04:03.001Z,36.5365,71.1528,225.5,4.4,mb,,32,1.071,0.66,us,us600063cm,2019-11-22T23:03:46.040Z,"37km WSW of Ashkasham, Afghanistan",earthquake,4.8,5.1,0.055,98,reviewed,us,us
2019-10-26T10:54:09.937Z,30.5449,87.3847,10.44,4,mb,,88,2.625,0.52,us,us6000638h,2019-11-21T10:37:43.040Z,"127km WSW of Jiajuedibu, China",earthquake,7.7,4.4,0.113,21,reviewed,us,us
2019-10-25T09:35:47.830Z,36.946,-5.2375,10,4.4,mb,,64,0.913,0.44,us,us600062ul,2019-11-23T09:37:40.413Z,"2km ENE of Olvera, Spain",earthquake,5.5,1.9,0.102,28,reviewed,us,us
2019-10-25T07:48:10.583Z,36.5161,70.3899,218,4,mb,,70,1.434,0.52,us,us600062u1,2019-11-09T12:49:28.040Z,"48km E of Farkhar, Afghanistan",earthquake,6.4,7.5,0.156,11,reviewed,us,us
2019-10-25T04:31:39.150Z,39.7051,15.4713,10,4.6,mb,,49,0.391,1.37,us,us600062t3,2019-11-21T23:54:01.831Z,"30km WSW of Scalea, Italy",earthquake,4.3,1.9,0.095,33,reviewed,us,us
2019-10-25T01:56:38.615Z,36.4762,71.1023,235.11,4,mb,,83,1.142,0.96,us,us600062s1,2019-11-21T22:48:22.040Z,"44km WSW of Ashkasham, Afghanistan",earthquake,8.7,9.7,0.26,4,reviewed,us,us
2019-10-24T21:06:47.506Z,36.4616,28.674,10,4.6,mwr,,124,0.51,1.05,us,us600062ps,2019-11-04T23:09:02.136Z,"28km S of Sarigerme, Turkey",earthquake,2.9,2,0.069,20,reviewed,us,us
2019-10-24T03:14:59.497Z,27.2412,54.9249,10,4.3,mb,,60,2.559,0.62,us,us600062kq,2019-11-19T01:35:50.040Z,"75km SE of Lar, Iran",earthquake,5.2,1.9,0.119,20,reviewed,us,us
2019-10-22T23:35:42.044Z,47.6057,12.2548,10,3.8,ml,,38,1.381,1.11,us,us70005xfs,2019-10-31T21:56:19.779Z,"4km E of Kiefersfelden, Germany",earthquake,1.7,2,0.047,60,reviewed,us,us
2019-10-22T22:10:03.576Z,27.278,55.0669,10,4.1,mb,,115,2.538,0.34,us,us700061np,2019-11-02T04:15:10.040Z,"81km NNE of Bandar-e Lengeh, Iran",earthquake,10.8,2,0.212,6,reviewed,us,us
2019-10-22T13:19:17.101Z,36.152,78.2867,35.51,4.4,mb,,97,4.819,0.95,us,us70005x4v,2019-10-31T19:02:14.040Z,"165km SW of Layka, China",earthquake,9.8,2.1,0.155,12,reviewed,us,us
2019-10-22T04:33:18.924Z,27.1838,54.9703,10,4.3,mb,,114,2.49,0.94,us,us700061mj,2019-11-19T23:05:23.040Z,"69km N of Bandar-e Lengeh, Iran",earthquake,8.2,1.9,0.142,14,reviewed,us,us
2019-10-22T02:34:51.151Z,27.2075,54.9732,10,4.1,mb,,95,2.51,0.94,us,us700061mf,2019-11-20T00:49:50.040Z,"72km N of Bandar-e Lengeh, Iran",earthquake,9.5,1.9,0.145,13,reviewed,us,us
2019-10-21T18:11:28.184Z,31.4282,51.3214,10,4.2,mb,,159,5.96,0.96,us,us7000617h,2019-10-31T19:02:32.040Z,"23km W of Semirom, Iran",earthquake,8.4,1.9,0.187,8,reviewed,us,us
2019-10-21T17:26:35.244Z,33.4696,81.4093,10,4,mb,,135,6.798,0.57,us,us70005wtf,2019-10-22T15:50:23.040Z,"120km NNE of Napug, China",earthquake,8.3,1.9,0.144,13,reviewed,us,us
2019-10-21T14:07:00.846Z,42.0808,84.5052,10,5.1,mb,,58,4.548,0.61,us,us7000616z,2019-10-30T18:24:12.040Z,"135km ENE of Kuqa, China",earthquake,8.2,1.9,0.099,33,reviewed,us,us
2019-10-21T13:16:17.794Z,27.2424,55.063,10,4.5,mb,,54,2.507,0.67,us,us70006179,2019-10-30T16:44:05.040Z,"77km NNE of Bandar-e Lengeh, Iran",earthquake,9.3,1.9,0.115,22,reviewed,us,us
2019-10-21T12:06:32.860Z,27.2192,54.9412,10,4.3,mb,,96,2.533,0.73,us,us7000616x,2019-11-20T15:09:59.040Z,"73km N of Bandar-e Lengeh, Iran",earthquake,10.3,1.9,0.138,15,reviewed,us,us
2019-10-21T10:58:52.650Z,27.2259,55.0039,9,5.5,mww,,23,2.514,1.04,us,us70005wp5,2019-11-20T08:05:28.246Z,"75km N of Bandar-e Lengeh, Iran",earthquake,7,1.8,0.063,24,reviewed,us,us
2019-10-21T10:30:43.741Z,35.2539,29.5056,38.02,4.1,mb,,97,0.98,1.33,us,us70005wnt,2019-11-20T14:54:18.040Z,"105km S of Kas, Turkey",earthquake,4.8,12,0.165,10,reviewed,us,us
2019-10-21T06:58:24.118Z,40.9509,51.6527,10,4.1,mb,,95,5.326,0.56,us,us7000616n,2019-11-11T06:18:08.040Z,"123km ENE of Artyom, Azerbaijan",earthquake,9.1,2,0.12,19,reviewed,us,us
2019-10-20T16:52:43.344Z,31.6604,49.3639,10,4,mb,,126,4.601,0.76,us,us600064cw,2019-10-29T16:46:44.040Z,"31km S of Masjed Soleyman, Iran",earthquake,8.5,2,0.173,9,reviewed,us,us
2019-10-20T08:44:56.479Z,36.0615,69.7393,135.9,4,mb,,119,1.62,0.37,us,us600064c9,2019-11-15T11:50:10.040Z,"54km E of Nahrin, Afghanistan",earthquake,8.9,18.4,0.3,3,reviewed,us,us
2019-10-20T05:14:22.664Z,50.7042,87.0149,10,4.1,mb,,237,3.517,1.08,us,us70005w72,2019-11-15T09:59:15.040Z,"61km E of Onguday, Russia",earthquake,7.6,2,0.157,11,reviewed,us,us
2019-10-19T01:03:55.425Z,37.0658,15.4503,10,2.7,ml,,116,0.883,0.48,us,us70005wgh,2019-11-14T23:41:52.146Z,"15km E of Siracusa, Italy",earthquake,5,2,0.085,18,reviewed,us,us
2019-10-18T15:54:10.304Z,35.5209,-1.0493,10,4.3,mb,,149,2.062,1.31,us,us70005vin,2019-11-16T20:25:16.753Z,"3km W of El Amria, Algeria",earthquake,4.4,2,0.189,8,reviewed,us,us
2019-10-18T10:32:54.487Z,32.9796,73.5759,42.77,4.7,mb,,120,0.717,0.94,us,us70005vdm,2019-11-16T13:02:44.904Z,"14km WNW of Jhelum, Pakistan",earthquake,8.5,6.5,0.097,32,reviewed,us,us
2019-10-18T04:09:42.141Z,26.571,55.1018,35,4.2,mb,,105,1.899,1.24,us,us70005v9x,2019-11-14T23:40:14.040Z,"22km E of Bandar-e Lengeh, Iran",earthquake,6.2,2,0.127,17,reviewed,us,us
2019-10-18T03:00:13.895Z,29.0172,51.3514,21.61,4.2,mb,,93,5.931,1.24,us,us70005v9e,2019-11-14T23:35:18.803Z,"30km SSE of Borazjan, Iran",earthquake,9.6,6.5,0.096,30,reviewed,us,us
2019-10-15T17:24:46.815Z,36.4016,21.7018,10,4.6,mb,,168,0.796,1.17,us,us70005xqs,2019-11-20T22:16:58.040Z,"46km S of Methoni, Greece",earthquake,5.8,1.9,0.122,20,reviewed,us,us
2019-10-15T14:57:27.795Z,41.9918,42.9253,10,4.4,mb,,52,1.736,0.96,us,us70005uby,2019-10-23T16:07:31.040Z,"16km SW of Zestap'oni, Georgia",earthquake,6,1.9,0.13,17,reviewed,us,us
2019-10-15T11:54:53.569Z,39.2739,17.0871,10,4.5,mb,,52,0.272,0.77,us,us70005ub2,2019-11-17T09:05:10.040Z,"2km ENE of Strongoli, Italy",earthquake,2.6,1.9,0.15,13,reviewed,us,us
2019-10-14T20:42:44.172Z,38.899,14.7863,278.43,4.3,mb,,58,1.077,1.15,us,us70005u5s,2019-10-22T20:24:35.040Z,"50km NNW of Lipari, Italy",earthquake,6.7,8.3,0.137,15,reviewed,us,us
2019-10-14T07:49:07.351Z,36.548,70.8432,201.25,4.5,mb,,79,1.178,0.84,us,us70005u1l,2019-11-09T14:58:45.040Z,"35km S of Jarm, Afghanistan",earthquake,7.5,8,0.156,12,reviewed,us,us
2019-10-14T01:53:38.203Z,27.9463,55.8972,10,4.3,mb,,101,3.001,0.81,us,us70005x5y,2019-10-22T22:52:44.040Z,"92km NNW of Bandar 'Abbas, Iran",earthquake,7.6,1.9,0.142,14,reviewed,us,us
2019-10-14T01:11:29.120Z,36.532,70.602,203.55,5,mww,,26,1.307,0.85,us,us70005tzl,2019-10-22T21:47:20.040Z,"42km SSW of Jarm, Afghanistan",earthquake,6.5,4.7,0.071,19,reviewed,us,us
2019-10-13T17:41:20.227Z,33.0038,73.5064,10,3.3,mb,,183,0.675,0.78,us,us70005twq,2019-11-11T18:03:30.680Z,"22km WNW of Jhelum, Pakistan",earthquake,7.6,2,0.344,2,reviewed,us,us
2019-10-13T12:29:52.201Z,45.9723,81.6036,19.98,4,mb,,60,0.875,0.89,us,us70005tvj,2019-10-30T06:16:33.040Z,"105km NW of Dostyq, Kazakhstan",earthquake,4.2,3.9,0.163,10,reviewed,us,us
2019-10-13T05:06:33.866Z,28.1573,73.1834,14.98,4,mb,,146,5.476,0.56,us,us70005ttj,2019-11-08T12:58:21.040Z,"19km NW of Bikaner, India",earthquake,6.9,6.5,0.183,8,reviewed,us,us
2019-10-13T01:02:41.675Z,37.3224,72.2072,233.54,4.5,mb,,76,0.482,0.75,us,us70005tsi,2019-11-10T01:38:59.040Z,"34km ENE of Roshtqal'a, Tajikistan",earthquake,8.5,5.3,0.181,9,reviewed,us,us
2019-10-12T17:21:23.098Z,32.3678,49.7049,10,4.9,mb,,67,4.305,0.85,us,us70005tq5,2019-11-19T14:40:30.040Z,"60km NE of Masjed Soleyman, Iran",earthquake,7.9,1.9,0.05,131,reviewed,us,us
2019-10-12T15:21:27.114Z,35.6919,70.0143,104.81,4.2,mb,,89,1.397,0.52,us,us70005vkt,2019-10-25T18:42:28.040Z,"61km NE of Bazarak, Afghanistan",earthquake,4.8,11.9,0.305,3,reviewed,us,us
2019-10-12T06:49:35.768Z,37.4973,20.6245,5.96,4.5,mb,,132,1.084,0.72,us,us70005tm5,2019-10-30T05:10:33.491Z,"30km SW of Lithakia, Greece",earthquake,4.1,8.3,0.221,6,reviewed,us,us
2019-10-11T22:43:19.649Z,37.6867,20.9105,10,4.5,mwr,,71,0.953,1.03,us,us70005tkd,2019-10-23T22:35:37.447Z,"7km ESE of Lithakia, Greece",earthquake,3.2,1.9,0.063,24,reviewed,us,us
2019-10-11T14:18:48.208Z,34.4118,23.3026,35,4.5,mb,,181,1.571,0.62,us,us70005vjl,2019-11-08T12:57:35.040Z,"97km SSW of Palaiochora, Greece",earthquake,7.9,2,0.14,15,reviewed,us,us
2019-10-11T09:19:34.712Z,28.3433,54.5223,10,4.2,mb,,86,3.703,0.64,us,us70005tcd,2019-11-09T11:17:34.040Z,"45km S of Darab, Iran",earthquake,3.4,1.9,0.101,27,reviewed,us,us
2019-10-10T23:55:59.274Z,39.4309,25.6788,10,4.2,mb,,33,1.479,0.87,us,us70005t9m,2019-10-22T03:55:20.817Z,"36km NW of Eresos, Greece",earthquake,5.9,2,0.136,15,reviewed,us,us
2019-10-10T22:38:55.412Z,37.5726,72.1248,197.09,4.2,mb,,66,0.371,1.2,us,us70005vh5,2019-10-20T00:02:33.040Z,"43km NE of Roshtqal'a, Tajikistan",earthquake,5.5,5.4,0.304,3,reviewed,us,us
2019-10-10T16:52:03.151Z,40.7283,29.2125,10,4.3,mb,,55,1.272,0.69,us,us70005t3c,2019-11-08T22:28:53.451Z,"9km NNW of Yalova, Turkey",earthquake,3.7,1.9,0.306,3,reviewed,us,us
2019-10-09T10:44:35.740Z,36.5069,70.6409,203.28,5.1,mww,,20,1.306,0.82,us,us70005sii,2019-11-02T10:58:31.167Z,"43km SSW of Jarm, Afghanistan",earthquake,6.4,4.7,0.086,13,reviewed,us,us
2019-10-09T08:17:23.841Z,36.5983,71.2071,94.62,4.6,mb,,78,0.998,0.91,us,us70005shd,2019-11-13T13:00:01.040Z,"30km WSW of Ashkasham, Afghanistan",earthquake,7.4,8,0.158,12,reviewed,us,us
2019-10-09T03:23:53.824Z,36.5492,70.0605,232.7,4.1,mb,,85,1.611,0.32,us,us70005sfb,2019-11-12T00:44:53.040Z,"18km E of Farkhar, Afghanistan",earthquake,4.8,9.7,0.302,3,reviewed,us,us
2019-10-09T03:06:29.434Z,40.6762,51.9596,10,4.6,mb,,54,5.535,0.92,us,us70005sf8,2019-11-08T02:38:30.908Z,"111km NW of Turkmenbasy, Turkmenistan",earthquake,6.9,1.9,0.073,56,reviewed,us,us
2019-10-08T21:49:23.948Z,42.8627,78.7119,23.81,4.5,mb,,53,0.429,1.24,us,us70005sbz,2019-10-30T03:28:40.995Z,"32km ENE of Tyup, Kyrgyzstan",earthquake,6,5.7,0.106,26,reviewed,us,us
2019-10-08T20:24:07.116Z,36.1388,14.3101,10,3.3,ml,,116,0.347,0.65,us,us70005sc2,2019-11-08T19:58:00.040Z,"10km NNE of Xaghra, Malta",earthquake,5.9,2,0.097,14,reviewed,us,us
2019-10-08T10:48:29.329Z,38.4804,73.2324,123.2,4.3,mb,,78,1.496,0.74,us,us70005rws,2019-11-09T13:10:48.040Z,"64km SSW of Karakul, Tajikistan",earthquake,5.5,11,0.238,5,reviewed,us,us
2019-10-08T07:44:40.429Z,33.9956,72.5735,10,3.9,mb,,161,0.673,1.04,us,us70005rvq,2019-11-13T12:09:07.040Z,"9km SSW of Topi, Pakistan",earthquake,7.4,2,0.296,3,reviewed,us,us
2019-10-07T06:11:34.056Z,38.9469,16.4541,35,4.5,mb,,54,0.331,0.96,us,us70005rig,2019-11-03T06:21:13.895Z,"3km NW of Marcellinara, Italy",earthquake,3.2,2,0.14,15,reviewed,us,us
2019-10-06T05:25:54.681Z,32.9078,73.6905,10,3.6,mb,,184,0.82,0.4,us,us70005xep,2019-11-15T06:51:29.040Z,"4km SW of Jhelum, Pakistan",earthquake,6,2,0.251,4,reviewed,us,us
2019-10-05T14:51:37.881Z,35.9894,27.978,76.05,5,mb,,131,0.252,0.93,us,us70005r33,2019-11-21T14:45:06.040Z,"12km SSW of Lardos, Greece",earthquake,6.7,5,0.075,56,reviewed,us,us
2019-10-04T21:58:25.425Z,36.9242,54.0041,10,4.3,mb,,175,6.95,0.47,us,us70005tgx,2019-10-12T02:46:09.040Z,"39km WNW of Gorgan, Iran",earthquake,9.2,2,0.53,1,reviewed,us,us
2019-10-04T08:43:09.258Z,27.6516,53.1482,10,4,mb,,107,3.845,0.71,us,us70005tgm,2019-10-20T07:40:18.040Z,"97km W of Gerash, Iran",earthquake,8.5,2,0.164,10,reviewed,us,us
2019-10-03T22:02:57.248Z,37.4969,72.1908,196.92,4.5,mb,,54,0.423,0.67,us,us70005qhc,2019-11-15T03:55:56.040Z,"41km NE of Roshtqal'a, Tajikistan",earthquake,6.2,4.6,0.04,178,reviewed,us,us
2019-10-03T18:27:23.969Z,28.5403,53.6414,10,4.4,mb,,70,4.25,1.04,us,us70005qbt,2019-10-13T16:56:12.040Z,"9km ENE of Jahrom, Iran",earthquake,6.9,1.8,0.071,57,reviewed,us,us
2019-10-03T13:01:39.849Z,50.21,18.8257,5,2.8,ml,,160,0.625,0.97,us,us70005quq,2019-10-04T19:24:36.040Z,"3km SE of Paniowki, Poland",earthquake,3.8,2,0.115,10,reviewed,us,us
2019-10-03T04:44:56.550Z,36.2765,28.5721,17.77,5.1,mww,,41,0.369,1,us,us70005q4l,2019-11-13T22:46:28.040Z,"34km ESE of Faliraki, Greece",earthquake,4,3.6,0.071,19,reviewed,us,us
2019-10-02T22:28:55.147Z,38.2452,73.4775,161.53,4.3,mb,,80,1.605,0.91,us,us70005q25,2019-10-26T02:07:31.254Z,"43km W of Murghob, Tajikistan",earthquake,5.1,11.3,0.237,5,reviewed,us,us
2019-10-02T03:23:49.912Z,36.5274,70.0431,225.79,4.4,mb,,66,1.635,0.56,us,us70005pnv,2019-11-04T04:45:43.040Z,"17km ESE of Farkhar, Afghanistan",earthquake,4.8,7.7,0.148,13,reviewed,us,us
2019-09-30T12:24:25.771Z,40.1226,76.1243,47.46,4.5,mb,,54,2.048,0.79,us,us70005nuq,2019-11-07T13:51:49.040Z,"49km N of Arzak, China",earthquake,6.5,6.6,0.127,18,reviewed,us,us
2019-09-30T06:04:15.071Z,40.5193,84.3445,10,4.1,mb,,87,4.882,0.53,us,us70005nrl,2019-10-28T09:52:18.040Z,"178km SE of Kuqa, China",earthquake,8.1,1.9,0.157,11,reviewed,us,us
2019-09-30T05:39:31.947Z,36.087,22.9204,10,4.3,mb,,188,1.352,0.64,us,us70005nre,2019-10-28T09:50:05.040Z,"67km S of Gefyra, Greece",earthquake,6.9,1.9,0.16,11,reviewed,us,us
2019-09-29T22:47:38.138Z,36.6293,70.9558,207.97,4.2,mb,,76,1.06,0.41,us,us70005nnk,2019-10-28T21:47:35.040Z,"28km SSE of Jarm, Afghanistan",earthquake,4.9,7.9,0.215,6,reviewed,us,us
2019-09-29T07:50:47.930Z,35.2376,27.8704,10,4.4,mb,,141,0.656,0.74,us,us70005nf2,2019-10-30T08:14:04.040Z,"66km ESE of Karpathos, Greece",earthquake,6.1,1.9,0.17,10,reviewed,us,us
2019-09-29T02:17:31.538Z,35.9731,70.2323,104.86,4.5,mb,,83,1.728,0.97,us,us70005s40,2019-10-25T23:15:01.040Z,"49km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,7.1,10.1,0.191,9,reviewed,us,us
2019-09-28T04:58:27.168Z,30.026,81.5319,10,4.4,mb,,183,7.903,0.82,us,us70005s36,2019-11-05T23:31:25.040Z,"43km SE of Burang, China",earthquake,5.8,2,0.268,4,reviewed,us,us
2019-09-27T17:48:27.371Z,14.9065,52.3892,10,4.9,mb,,51,9.878,0.88,us,us70005mr0,2019-10-30T17:11:35.040Z,"81km SSE of Haswayn, Yemen",earthquake,8.5,1.9,0.053,113,reviewed,us,us
2019-09-26T20:20:18.595Z,40.8151,28.1964,10,4.3,mb,,46,1.632,0.56,us,us70005lyy,2019-10-10T17:17:26.772Z,"26km SE of Marmaraereglisi, Turkey",earthquake,5.4,2,0.308,3,reviewed,us,us
2019-09-26T20:02:41.002Z,40.849,28.1699,10,4.5,mb,,73,1.611,1.01,us,us70005s19,2019-10-10T14:57:16.845Z,"22km SE of Marmaraereglisi, Turkey",earthquake,5.7,1.9,0.542,1,reviewed,us,us
